Employee ID,Termdate,Total Teriminated
00-36758764,,0
00-81829418,,0
00-66419315,,0
00-18283177,,0
00-54618734,,0
00-70481364,,0
00-16436549,,0
00-30565671,,0
00-88176784,,0
00-63230861,,0
00-34973205,,0
00-63541768,,0
00-73051358,,0
00-37945099,,0
00-58416029,,0
00-45997422,,0
00-63566592,,0
00-15494184,,0
00-66193324,,0
00-99699727,,0
00-37931877,,0
00-92903638,,0
00-22717763,,0
00-88809974,,0
00-88222933,,0
00-15613827,,0
00-59163162,,0
00-49596283,,0
00-73270284,,0
00-18620974,,0
00-62951530,,0
00-89129152,,0
00-29214803,,0
00-21774924,,0
00-67090949,,0
00-69713989,,0
00-54962735,,0
00-63331228,,0
00-78006730,,0
00-75530149,,0
00-32110051,,0
00-24330160,,0
00-83911477,,0
00-62268329,,0
00-31763610,,0
00-21678669,,0
00-57876025,,0
00-99747074,,0
00-92854148,,0
00-78171248,,0
00-87460336,,0
00-34198568,,0
00-92264436,,0
00-15947363,,0
00-83784912,,0
00-13005743,,0
00-68909058,,0
00-26647276,,0
00-23438230,,0
00-66913730,,0
00-33042106,,0
00-94547252,,0
00-80477785,,0
00-88034525,,0
00-91358455,,0
00-71124266,,0
00-66673212,,0
00-46748299,,0
00-74914236,,0
00-99218645,,0
00-69485073,,0
00-88069593,,0
00-69830944,,0
00-96380107,,0
00-92242860,,0
00-73928214,,0
00-73738810,,0
00-96395574,,0
00-64842108,,0
00-33915102,,0
00-84543280,,0
00-12625340,,0
00-91090807,,0
00-98925059,,0
00-31264801,,0
00-78006734,,0
00-18496074,,0
00-60227662,,0
00-86842305,,0
00-75808087,,0
00-39855935,,0
00-70501156,,0
00-47601994,,0
00-95144216,,0
00-80339453,,0
00-81202765,,0
00-66237127,,0
00-43043458,,0
00-91923337,,0
00-83424609,,0
00-59234268,,0
00-30888358,,0
00-12207060,,0
00-22155152,,0
00-97784963,,0
00-35850974,,0
00-10432769,,0
00-60621065,,0
00-25130312,,0
00-92906190,,0
00-33734184,,0
00-70905716,,0
00-60260797,,0
00-75128586,,0
00-34484603,,0
00-31527957,,0
00-14028892,,0
00-64022294,,0
00-15602263,,0
00-99676711,,0
00-40950556,,0
00-98771638,,0
00-47376435,,0
00-45120118,,0
00-68914857,,0
00-77872004,,0
00-60950884,,0
00-48502168,,0
00-45720850,,0
00-56814976,,0
00-65201639,,0
00-99896917,,0
00-51815603,,0
00-94585900,,0
00-69702849,,0
00-68435370,,0
00-42926044,,0
00-70187134,,0
00-87266743,,0
00-30340520,,0
00-56882181,,0
00-63436070,,0
00-54819596,,0
00-51672868,,0
00-95365934,,0
00-43425740,,0
00-14840043,,0
00-10753570,,0
00-34706569,,0
00-23693384,,0
00-59797531,,0
00-98432853,,0
00-30617314,,0
00-41228768,,0
00-48270459,,0
00-67984060,,0
00-99484361,,0
00-32898616,,0
00-59757038,,0
00-52323961,,0
00-65491233,,0
00-11185755,,0
00-50425690,,0
00-82016051,,0
00-17554086,,0
00-62975309,,0
00-59186621,,0
00-50043139,,0
00-17116259,,0
00-37683464,,0
00-50241177,,0
00-66642448,,0
00-36005508,,0
00-13254023,,0
00-32467106,,0
00-30290817,,0
00-13824787,,0
00-51382580,,0
00-87524851,,0
00-56234339,,0
00-28534098,,0
00-50599103,,0
00-24884380,,0
00-68606209,,0
00-43983200,,0
00-82090202,,0
00-96209085,,0
00-29860461,,0
00-87565391,,0
00-53412847,,0
00-55685117,,0
00-21288208,,0
00-46179228,,0
00-10001272,,0
00-91350587,,0
00-10047461,,0
00-17756834,,0
00-91163313,,0
00-24465305,,0
00-43842880,,0
00-66139112,,0
00-44414393,,0
00-12239692,,0
00-21863001,,0
00-90776162,,0
00-65127108,,0
00-11077619,,0
00-68415071,,0
00-52481963,,0
00-12423190,,0
00-58117953,,0
00-36656353,,0
00-33963425,,0
00-81012764,,0
00-91084098,,0
00-67318164,,0
00-50216625,,0
00-10171954,,0
00-35171649,,0
00-95437748,,0
00-94397189,,0
00-18218152,,0
00-18741781,,0
00-49949573,,0
00-11722586,,0
00-39921345,,0
00-47303947,,0
00-83514771,,0
00-11877988,,0
00-45459306,,0
00-71985395,,0
00-68775363,,0
00-85339864,,0
00-38348941,,0
00-38983946,,0
00-75371853,,0
00-84522873,,0
00-82897088,,0
00-61411224,,0
00-14415512,,0
00-99339143,,0
00-97043518,,0
00-73601811,,0
00-98070348,,0
00-28292826,,0
00-65127958,,0
00-50266942,,0
00-67392300,,0
00-74205049,,0
00-36284674,,0
00-78642629,,0
00-22225702,,0
00-86362294,,0
00-10874735,,0
00-44113177,,0
00-96851348,,0
00-49045119,,0
00-77621275,,0
00-25193029,,0
00-36433135,,0
00-80265183,,0
00-56324745,,0
00-84751326,,0
00-17720663,,0
00-35227694,,0
00-27770796,,0
00-56654498,,0
00-81214939,,0
00-72907057,,0
00-24098750,,0
00-40935029,,0
00-25605267,,0
00-44979330,,0
00-36248368,,0
00-45200483,,0
00-61441320,,0
00-27789051,,0
00-53075436,,0
00-44589898,,0
00-62426325,,0
00-77693989,,0
00-85595538,,0
00-57194493,,0
00-34714210,,0
00-94736386,,0
00-52252354,,0
00-11428262,,0
00-84908042,,0
00-44103198,,0
00-28554345,,0
00-21278653,,0
00-90473708,,0
00-81473736,,0
00-64752059,,0
00-59643635,,0
00-74954396,,0
00-76060625,,0
00-30771252,,0
00-28578556,,0
00-96300355,,0
00-52084729,,0
00-90829458,,0
00-92058877,,0
00-56750216,,0
00-84226768,,0
00-31045425,,0
00-83332162,,0
00-99353132,,0
00-75055025,,0
00-96540325,,0
00-30272064,,0
00-80345879,,0
00-56150415,,0
00-87902618,,0
00-54657219,,0
00-38885391,,0
00-94081951,,0
00-27536261,,0
00-99728954,,0
00-82070563,,0
00-11830740,,0
00-59716992,,0
00-16838823,,0
00-77161703,,0
00-27449362,,0
00-41213772,,0
00-68476310,,0
00-61202708,,0
00-61041690,,0
00-56000229,,0
00-92425589,,0
00-52253072,,0
00-30372558,,0
00-45459875,,0
00-38861700,,0
00-55448910,,0
00-31779411,,0
00-64255917,,0
00-39609418,,0
00-75937854,,0
00-90566532,,0
00-77719328,,0
00-39688703,,0
00-46726628,,0
00-41872495,,0
00-54434998,,0
00-78398476,,0
00-56218260,,0
00-50058376,,0
00-11946674,,0
00-42958088,,0
00-61226775,,0
00-40563463,,0
00-59735453,,0
00-50415166,,0
00-36791143,,0
00-71861253,,0
00-89731929,,0
00-17203266,,0
00-18765169,,0
00-71888947,,0
00-98095052,,0
00-93194239,,0
00-66688023,,0
00-10865811,,0
00-43421297,,0
00-89614758,,0
00-27021671,,0
00-50446864,,0
00-18545499,,0
00-16538400,,0
00-45725839,,0
00-67325182,,0
00-57990755,,0
00-26371663,,0
00-55919735,,0
00-30679969,,0
00-70561842,,0
00-11162685,,0
00-19432819,,0
00-54898857,,0
00-85493830,,0
00-27422482,,0
00-57880373,,0
00-98215833,,0
00-87023573,,0
00-63553095,,0
00-47684709,,0
00-18520287,,0
00-57910133,,0
00-91223137,,0
00-82921170,,0
00-29741209,,0
00-69862044,,0
00-36204095,,0
00-41668937,,0
00-99936608,,0
00-91236074,,0
00-35914696,,0
00-98470372,,0
00-31366552,,0
00-80509101,,0
00-55665951,,0
00-17863123,,0
00-35420283,,0
00-35827317,,0
00-80653292,,0
00-68223505,,0
00-70557530,,0
00-89246161,,0
00-35895776,,0
00-66045156,,0
00-62902765,,0
00-69352435,,0
00-24798481,,0
00-32388767,,0
00-53242747,,0
00-77030603,,0
00-42828067,,0
00-13953262,,0
00-36125123,,0
00-46838009,,0
00-95390990,,0
00-23750417,,0
00-23831159,,0
00-87468921,,0
00-57409708,,0
00-30979701,,0
00-98292310,,0
00-70156330,,0
00-44019584,,0
00-21432003,,0
00-65272067,,0
00-43358157,,0
00-66063235,,0
00-77428484,,0
00-22832144,,0
00-36049312,,0
00-77869393,,0
00-32791279,,0
00-31881401,,0
00-95971790,,0
00-57218427,,0
00-74975404,,0
00-68395899,,0
00-63446108,,0
00-79607791,,0
00-29868814,,0
00-89606147,,0
00-43946341,,0
00-86150979,,0
00-75152850,,0
00-80207946,,0
00-31398059,,0
00-73387410,,0
00-31898382,,0
00-61023799,,0
00-19484050,,0
00-86205634,,0
00-74123420,,0
00-54140102,,0
00-98940721,,0
00-90745350,,0
00-86830962,,0
00-30340933,,0
00-91181379,,0
00-68412302,,0
00-64218119,,0
00-51514655,,0
00-51341326,,0
00-51996390,,0
00-84209721,,0
00-65661439,,0
00-30149849,,0
00-89193333,,0
00-84720067,,0
00-96710149,,0
00-42368904,,0
00-56199559,,0
00-62111008,,0
00-19575640,,0
00-50311369,,0
00-86593789,,0
00-88533572,,0
00-11099317,,0
00-77093782,,0
00-78892172,,0
00-21964334,,0
00-12839001,,0
00-58141541,,0
00-58504268,,0
00-20330669,,0
00-39626511,,0
00-31684442,,0
00-56191876,,0
00-86868988,,0
00-92405160,,0
00-60657129,,0
00-36252326,,0
00-42488275,,0
00-47018238,,0
00-98189010,,0
00-78693318,,0
00-86164272,,0
00-93575856,,0
00-94728082,,0
00-18231695,,0
00-35290114,,0
00-69952950,,0
00-85910969,,0
00-35899364,,0
00-68109521,,0
00-48059575,,0
00-61271419,,0
00-98597172,,0
00-34920268,,0
00-33665782,,0
00-44998540,,0
00-52065724,,0
00-60984196,,0
00-40310459,,0
00-65828293,,0
00-24446145,,0
00-38375588,,0
00-12166903,,0
00-72815282,,0
00-77034462,,0
00-10213612,,0
00-29063958,,0
00-95735668,,0
00-80439867,,0
00-17297089,,0
00-87205227,,0
00-30761643,,0
00-14548283,,0
00-62144567,,0
00-91580498,,0
00-97116877,,0
00-27513454,,0
00-61015999,,0
00-48037456,,0
00-75471138,,0
00-60724233,,0
00-28134687,,0
00-36675960,,0
00-43971980,,0
00-45328305,,0
00-86638551,,0
00-61140825,,0
00-52680752,,0
00-72666858,,0
00-87600317,,0
00-64318477,,0
00-71072780,,0
00-44461808,,0
00-51790477,,0
00-73918769,,0
00-44699521,,0
00-21656084,,0
00-99962943,,0
00-66798044,,0
00-94761786,,0
00-78115413,,0
00-95449737,,0
00-14221211,,0
00-36330288,,0
00-31622965,,0
00-59271881,,0
00-22209308,,0
00-79644509,,0
00-70216892,,0
00-74077726,,0
00-45608258,,0
00-86706373,,0
00-57594954,,0
00-32581930,,0
00-81439530,,0
00-81810948,,0
00-36203586,,0
00-29437798,,0
00-65484975,,0
00-13432593,,0
00-43433510,,0
00-28634058,,0
00-82890984,,0
00-59772507,,0
00-29154498,,0
00-30072000,,0
00-15347831,,0
00-89185430,,0
00-30759612,,0
00-41219836,,0
00-64575354,,0
00-23522144,,0
00-59326617,,0
00-29760210,,0
00-31666421,,0
00-86193589,,0
00-74255018,,0
00-28493340,,0
00-68624154,,0
00-44720808,,0
00-34410491,,0
00-33833454,,0
00-30688043,,0
00-55538877,,0
00-28476277,,0
00-43738434,,0
00-46463456,,0
00-89583788,,0
00-27025492,,0
00-35243741,,0
00-60178914,,0
00-80192532,,0
00-44281600,,0
00-72942341,,0
00-41626932,,0
00-98654879,,0
00-44210410,,0
00-11709239,,0
00-36733466,,0
00-48077170,,0
00-73991263,,0
00-77063002,,0
00-56328320,,0
00-87424245,,0
00-19028796,,0
00-60132551,,0
00-54979545,,0
00-64122182,,0
00-11034506,,0
00-33860571,,0
00-50278816,,0
00-16030286,,0
00-62411510,,0
00-80400524,,0
00-19127329,,0
00-44701832,,0
00-51713824,,0
00-95668618,,0
00-37318624,,0
00-94031142,,0
00-61006646,,0
00-81745429,,0
00-27682464,,0
00-80881914,,0
00-67288633,,0
00-23495598,,0
00-97730595,,0
00-60511038,,0
00-86532704,,0
00-10256489,,0
00-43372435,,0
00-72065617,,0
00-17303355,,0
00-58561828,,0
00-21689007,,0
00-92059030,,0
00-34314630,,0
00-33392072,,0
00-22398776,,0
00-91932582,,0
00-34388806,,0
00-46685578,,0
00-30224423,,0
00-34132872,,0
00-26655437,,0
00-27655789,,0
00-71839716,,0
00-40129718,,0
00-28019246,,0
00-76619601,,0
00-98242667,,0
00-65079671,,0
00-66642693,,0
00-28417392,,0
00-31043745,,0
00-81430821,,0
00-63597191,,0
00-93047275,,0
00-19447334,,0
00-97933602,,0
00-37977471,,0
00-59798459,,0
00-88608288,,0
00-10202363,,0
00-92677695,,0
00-88190778,,0
00-97147586,,0
00-94304617,,0
00-55082572,,0
00-46190613,,0
00-56150987,,0
00-25604379,,0
00-62957459,,0
00-54829000,,0
00-15990830,,0
00-45332312,,0
00-85460982,,0
00-75542595,,0
00-90828833,,0
00-45183616,,0
00-21801031,,0
00-59510172,,0
00-83582591,,0
00-35030010,,0
00-89583095,,0
00-53305637,,0
00-79250561,,0
00-57601987,,0
00-25630838,,0
00-79399674,,0
00-96152815,,0
00-33057873,,0
00-10538139,,0
00-93011005,,0
00-98571153,,0
00-84170763,,0
00-98802796,,0
00-97839168,,0
00-18250139,,0
00-25253695,,0
00-38686961,,0
00-72526218,,0
00-89228847,,0
00-69915959,,0
00-49613096,,0
00-23378718,,0
00-93025237,,0
00-53066216,,0
00-65807870,,0
00-79596863,,0
00-64081976,,0
00-38277083,,0
00-24694269,,0
00-86422833,,0
00-33226296,,0
00-10625592,,0
00-31659959,,0
00-87808888,,0
00-51321368,,0
00-23880694,,0
00-17610836,,0
00-65632768,,0
00-93676743,,0
00-53335214,,0
00-61198497,,0
00-37107234,,0
00-27621753,,0
00-55987219,,0
00-39059887,,0
00-34723692,,0
00-21589740,,0
00-60057985,,0
00-11110324,,0
00-66808785,,0
00-66178935,,0
00-31536347,,0
00-50245439,,0
00-18815479,,0
00-54373957,,0
00-38042768,,0
00-13477562,,0
00-45603234,,0
00-21428912,,0
00-31343341,,0
00-75779034,,0
00-12297122,,0
00-77611740,,0
00-56712081,,0
00-32883633,,0
00-14533608,,0
00-33150209,,0
00-98841927,,0
00-25583513,,0
00-25238583,,0
00-16284386,,0
00-38271272,,0
00-78044419,,0
00-35574404,,0
00-99717427,,0
00-43415162,,0
00-11830849,,0
00-57494219,,0
00-38722147,,0
00-89398528,,0
00-94857827,,0
00-43221198,,0
00-74083494,,0
00-23654808,,0
00-39448158,,0
00-80778039,,0
00-77483298,,0
00-68416623,,0
00-31151411,,0
00-96217855,,0
00-68607363,,0
00-64974875,,0
00-25917805,,0
00-14393557,,0
00-63223875,,0
00-59604988,,0
00-54562374,,0
00-32345030,,0
00-90003898,,0
00-21568108,,0
00-93476643,,0
00-26442080,,0
00-41500479,,0
00-49251912,,0
00-10355692,,0
00-82811973,,0
00-85833125,,0
00-38368443,,0
00-12344166,,0
00-97183615,,0
00-25362614,,0
00-23480667,,0
00-57021454,,0
00-94730853,,0
00-80959857,,0
00-16099554,,0
00-20433775,,0
00-21232457,,0
00-15382566,,0
00-69164819,,0
00-52484260,,0
00-98970561,,0
00-30924610,,0
00-18322800,,0
00-12912578,,0
00-28245984,,0
00-32986505,,0
00-84563921,,0
00-31858604,,0
00-50316208,,0
00-30803857,,0
00-17694709,,0
00-88870241,,0
00-17653101,,0
00-70871955,,0
00-67031050,,0
00-53389587,,0
00-64686366,,0
00-60047011,,0
00-39035574,,0
00-61415792,,0
00-88614521,,0
00-36775702,,0
00-28683135,,0
00-86330033,,0
00-76617592,,0
00-81394776,,0
00-31052222,,0
00-48477438,,0
00-52953108,,0
00-72618567,,0
00-91017646,,0
00-65588616,,0
00-64574223,,0
00-51009388,,0
00-20077458,,0
00-28057280,,0
00-50670131,,0
00-37275395,,0
00-49305644,,0
00-69751747,,0
00-34616054,,0
00-27396478,,0
00-31329251,,0
00-79257480,,0
00-18245547,,0
00-51592392,,0
00-88541092,,0
00-58116597,,0
00-70446666,,0
00-30326795,,0
00-19769429,,0
00-89438978,,0
00-70801438,,0
00-37569515,,0
00-90286041,,0
00-70240339,,0
00-95149726,,0
00-95280411,,0
00-67134182,,0
00-24857823,,0
00-96597256,,0
00-51063557,,0
00-59624581,,0
00-30273667,,0
00-94771464,,0
00-97461289,,0
00-26147671,,0
00-42158208,,0
00-15245835,,0
00-87602817,,0
00-60788484,,0
00-68767112,,0
00-20641856,,0
00-83980790,,0
00-42699596,,0
00-21145168,,0
00-56977287,,0
00-60463330,,0
00-42224818,,0
00-71447718,,0
00-41145672,,0
00-92838528,,0
00-38852315,,0
00-55915416,,0
00-88874493,,0
00-54981354,,0
00-74481318,,0
00-81339017,,0
00-12284070,,0
00-87142195,,0
00-98881010,,0
00-26782946,,0
00-23831157,,0
00-44608672,,0
00-35435139,,0
00-14306326,,0
00-64185284,,0
00-48728311,,0
00-78343137,,0
00-49530879,,0
00-73392298,,0
00-70991492,,0
00-63498338,,0
00-52718471,,0
00-27332399,,0
00-49580948,,0
00-40686623,,0
00-54714192,,0
00-73414980,,0
00-30452685,,0
00-22919566,,0
00-75804038,,0
00-91620278,,0
00-63865025,,0
00-85576096,,0
00-34984420,,0
00-64569904,,0
00-75549917,,0
00-22007848,,0
00-36867851,,0
00-21902499,,0
00-80912122,,0
00-48074872,,0
00-32657392,,0
00-11984025,,0
00-83778810,,0
00-78385115,,0
00-49701147,,0
00-26188599,,0
00-80732751,,0
00-25303511,,0
00-42476548,,0
00-39319972,,0
00-76359158,,0
00-62611284,,0
00-70106198,,0
00-96567889,,0
00-56230062,,0
00-64130352,,0
00-76054312,,0
00-37963448,,0
00-51442057,,0
00-82689185,,0
00-93343947,,0
00-81247910,,0
00-18525908,,0
00-58132110,,0
00-64826758,,0
00-68003387,,0
00-33748640,,0
00-77804539,,0
00-85877745,,0
00-82258236,,0
00-96471668,,0
00-83441529,,0
00-89611948,,0
00-77850813,,0
00-65178770,,0
00-66502445,,0
00-76424119,,0
00-71591580,,0
00-48531288,,0
00-67740709,,0
00-62249572,,0
00-51218029,,0
00-57750842,,0
00-23416165,,0
00-70443135,,0
00-57298206,,0
00-92783158,,0
00-63566423,,0
00-20610410,,0
00-81544236,,0
00-33052880,,0
00-50070341,,0
00-20587268,,0
00-30592253,,0
00-90627301,,0
00-17494253,,0
00-41088690,,0
00-20242039,,0
00-22924976,,0
00-81866578,,0
00-89479708,,0
00-60092039,,0
00-11724501,,0
00-29023738,,0
00-44479616,,0
00-46358251,,0
00-80941666,,0
00-71410640,,0
00-91274963,,0
00-12425579,,0
00-37138304,,0
00-18036942,,0
00-66813149,,0
00-23070100,,0
00-75469731,,0
00-20570710,,0
00-30746464,,0
00-65885406,,0
00-19326928,,0
00-65317019,,0
00-94254420,,0
00-39045233,,0
00-13754158,,0
00-83734610,,0
00-87132010,,0
00-53004024,,0
00-22791995,,0
00-66324902,,0
00-72323676,,0
00-71114408,,0
00-17323740,,0
00-31131878,,0
00-90648127,,0
00-31336920,,0
00-51516670,,0
00-97614538,,0
00-92280734,,0
00-90519326,,0
00-98719102,,0
00-65233612,,0
00-18252004,,0
00-54372866,,0
00-79590395,,0
00-80234403,,0
00-63509858,,0
00-71034694,,0
00-60819877,,0
00-30636590,,0
00-18437082,,0
00-52399610,,0
00-68969458,,0
00-40277201,,0
00-47509920,,0
00-71101892,,0
00-42420888,,0
00-48747182,,0
00-44286237,,0
00-49246971,,0
00-89004075,,0
00-55205643,,0
00-16567733,,0
00-24284340,,0
00-44597012,,0
00-46482003,,0
00-80593346,,0
00-35559565,,0
00-65517801,,0
00-55743318,,0
00-15602379,,0
00-14985096,,0
00-35990676,,0
00-69703357,,0
00-89498261,,0
00-35307028,,0
00-43581121,,0
00-92894635,,0
00-23077775,,0
00-31370471,,0
00-69839130,,0
00-87862664,,0
00-44227688,,0
00-21400686,,0
00-47663633,,0
00-98952439,,0
00-71895093,,0
00-92240163,,0
00-76225408,,0
00-68025539,,0
00-27503885,,0
00-46238606,,0
00-29747600,,0
00-44865621,,0
00-28652010,,0
00-48257007,,0
00-28070539,,0
00-50930993,,0
00-16444924,,0
00-36138432,,0
00-77067918,,0
00-27456426,,0
00-67158027,,0
00-60860378,,0
00-13441419,,0
00-56555725,,0
00-54770958,,0
00-18273096,,0
00-28293937,,0
00-60202214,,0
00-97438349,,0
00-73848982,,0
00-30601268,,0
00-35357498,,0
00-17200210,,0
00-72712681,,0
00-73995860,,0
00-14214307,,0
00-47608285,,0
00-58096857,,0
00-25692379,,0
00-98216545,,0
00-15771530,,0
00-66560392,,0
00-58219240,,0
00-32924595,,0
00-85311217,,0
00-81003352,,0
00-29711900,,0
00-91271137,,0
00-61660590,,0
00-77913458,,0
00-53007542,,0
00-22873617,,0
00-20361818,,0
00-48168910,,0
00-69198584,,0
00-79413354,,0
00-93131712,,0
00-96201956,,0
00-98354109,,0
00-29408873,,0
00-46155999,,0
00-47985938,,0
00-25100330,,0
00-46006180,,0
00-70335130,,0
00-15711620,,0
00-41728577,,0
00-23556377,,0
00-84464967,,0
00-87935179,,0
00-32833506,,0
00-77742871,,0
00-53390242,,0
00-21222980,,0
00-23082934,,0
00-98139894,,0
00-31843423,,0
00-40657783,,0
00-93842238,,0
00-80270865,,0
00-83677009,,0
00-29053714,,0
00-37784045,,0
00-25188734,,0
00-21403835,,0
00-42282510,,0
00-60715072,,0
00-11582229,,0
00-99043272,,0
00-95942441,,0
00-48893851,,0
00-13343647,,0
00-33481693,,0
00-89961933,,0
00-90353461,,0
00-94947603,,0
00-18994192,,0
00-66596142,,0
00-63031203,,0
00-78793658,,0
00-87388161,,0
00-28536762,,0
00-82343742,,0
00-14181876,,0
00-41243272,,0
00-90869462,,0
00-77420864,,0
00-59988144,,0
00-16159129,,0
00-98374850,,0
00-94361980,,0
00-46159360,,0
00-82950883,,0
00-85812116,,0
00-57941821,,0
00-77142220,,0
00-91412223,,0
00-30928435,,0
00-96585062,,0
00-68434539,,0
00-26377680,,0
00-39284333,,0
00-30179511,,0
00-67762060,,0
00-71343676,,0
00-19150490,,0
00-44957021,,0
00-99304909,,0
00-67186933,,0
00-29413831,,0
00-77572744,,0
00-47551952,,0
00-14614759,,0
00-42913766,,0
00-44660198,,0
00-40566650,,0
00-36535401,,0
00-69327130,,0
00-70827518,,0
00-62111591,,0
00-17522583,,0
00-48493103,,0
00-25125464,,0
00-81835206,,0
00-26050250,,0
00-52478561,,0
00-85160586,,0
00-62647572,,0
00-19158638,,0
00-41570584,,0
00-52630014,,0
00-89286521,,0
00-37097261,,0
00-34823106,,0
00-98538069,,0
00-16401529,,0
00-26564869,,0
00-62724203,,0
00-91444950,,0
00-74867809,,0
00-81429336,,0
00-97486496,,0
00-40283277,,0
00-68985501,,0
00-76742957,,0
00-93464930,,0
00-52196444,,0
00-76513956,,0
00-94830279,,0
00-10691813,,0
00-86183158,,0
00-31206894,,0
00-12524153,,0
00-22138251,,0
00-17634560,,0
00-78878589,,0
00-96996261,,0
00-54696127,,0
00-15078212,,0
00-33898911,,0
00-98614357,,0
00-85836526,,0
00-65707393,,0
00-51829207,,0
00-47733231,,0
00-50812122,,0
00-92920642,,0
00-54870630,,0
00-50056450,,0
00-21123747,,0
00-86793756,,0
00-37636546,,0
00-43375495,,0
00-58310598,,0
00-77900294,,0
00-67953319,,0
00-26381779,,0
00-97143176,,0
00-38215122,,0
00-62698503,,0
00-59478024,,0
00-28153701,,0
00-86391152,,0
00-70752435,,0
00-89472028,,0
00-96853189,,0
00-18933547,,0
00-37430524,,0
00-72600538,,0
00-55987725,,0
00-10403216,,0
00-18889007,,0
00-89513946,,0
00-45279042,,0
00-18580762,,0
00-34772080,,0
00-48982422,,0
00-55430797,,0
00-63642721,,0
00-99018687,,0
00-68534862,,0
00-35263378,,0
00-76961753,,0
00-79086760,,0
00-56134283,,0
00-95202397,,0
00-67217417,,0
00-87270408,,0
00-97961547,,0
00-26172749,,0
00-79443222,,0
00-27120235,,0
00-84240710,,0
00-16450225,,0
00-33768506,,0
00-49453084,,0
00-47382097,,0
00-38726428,,0
00-47551535,,0
00-86924129,,0
00-52371009,,0
00-30325007,,0
00-74537834,,0
00-97477918,,0
00-38217583,,0
00-43064092,,0
00-51115997,,0
00-77176147,,0
00-70005821,,0
00-50811697,,0
00-10279945,,0
00-87595788,,0
00-55905032,,0
00-60101289,,0
00-40161549,,0
00-28991936,,0
00-12698765,,0
00-26852512,,0
00-62458932,,0
00-25445960,,0
00-86318249,,0
00-51258084,,0
00-26144121,,0
00-55483577,,0
00-41503438,,0
00-87603784,,0
00-64177562,,0
00-67429121,,0
00-52107027,,0
00-38540398,,0
00-46360358,,0
00-26974987,,0
00-54808596,,0
00-53299559,,0
00-83286377,,0
00-95209019,,0
00-81346472,,0
00-60110818,,0
00-96388439,,0
00-44761889,,0
00-80662368,,0
00-75741381,,0
00-55370500,,0
00-41844175,,0
00-78719275,,0
00-88426937,,0
00-28463119,,0
00-85191544,,0
00-47678462,,0
00-37374649,,0
00-47230579,,0
00-10113173,,0
00-54348094,,0
00-19342782,,0
00-29421271,,0
00-39576862,,0
00-23151704,,0
00-59889271,,0
00-81466893,,0
00-94674464,,0
00-66599806,,0
00-82829177,,0
00-56476289,,0
00-10358749,,0
00-37905099,,0
00-57788337,,0
00-36059032,,0
00-43752783,,0
00-91708236,,0
00-67165857,,0
00-81228560,,0
00-10308646,,0
00-18979241,,0
00-26908967,,0
00-63057930,,0
00-63459816,,0
00-22929680,,0
00-41499354,,0
00-46879231,,0
00-86061476,,0
00-22956471,,0
00-66413822,,0
00-12919231,,0
00-33391451,,0
00-44617672,,0
00-18873909,,0
00-33167793,,0
00-15714151,,0
00-25218749,,0
00-36805045,,0
00-89785102,,0
00-47135605,,0
00-42168745,,0
00-27456803,,0
00-62306833,,0
00-59493703,,0
00-47490735,,0
00-10302186,,0
00-69637099,,0
00-86875315,,0
00-39596454,,0
00-57260360,,0
00-29583570,,0
00-60689240,,0
00-78929583,,0
00-44129962,,0
00-23417244,,0
00-72179362,,0
00-11173352,,0
00-96844604,,0
00-84259884,,0
00-63925890,,0
00-50935883,,0
00-83398701,,0
00-80541440,,0
00-56223620,,0
00-48909246,,0
00-89752745,,0
00-91712078,,0
00-34788160,,0
00-89819497,,0
00-95031405,,0
00-68441314,,0
00-73516094,,0
00-26879629,,0
00-87796412,,0
00-53368257,,0
00-95847718,,0
00-84056415,,0
00-59398803,,0
00-51246696,,0
00-92852868,,0
00-28754310,,0
00-66342092,,0
00-32509513,,0
00-91039410,,0
00-57555117,,0
00-71740969,,0
00-28975887,,0
00-46210517,,0
00-50474667,,0
00-21862128,,0
00-51910609,,0
00-99198449,,0
00-60126991,,0
00-72073912,,0
00-67834613,,0
00-95765571,,0
00-10225283,,0
00-11469955,,0
00-84689357,,0
00-15873085,,0
00-51145240,,0
00-80211929,,0
00-21261988,,0
00-44616300,,0
00-95330116,,0
00-18006318,,0
00-54124348,,0
00-42873271,,0
00-11084726,,0
00-23555369,,0
00-11809088,,0
00-13590174,,0
00-13143613,,0
00-26814965,,0
00-40410305,,0
00-28567321,,0
00-66388890,,0
00-18647316,,0
00-85182173,,0
00-79060560,,0
00-63859314,,0
00-94492003,,0
00-77607494,,0
00-45803474,,0
00-29858055,,0
00-42461414,,0
00-35429494,,0
00-71472671,,0
00-33899852,,0
00-16192775,,0
00-95477263,,0
00-79838315,,0
00-85331621,,0
00-41974274,,0
00-93836675,,0
00-99242012,,0
00-23453152,,0
00-71928212,,0
00-80717093,,0
00-66664725,,0
00-43438309,,0
00-23381785,,0
00-11504663,,0
00-11145938,,0
00-15181637,,0
00-27208745,,0
00-21177910,,0
00-59319220,,0
00-72555645,,0
00-50462762,,0
00-88866745,,0
00-88112812,,0
00-71212377,,0
00-36969824,,0
00-14441335,,0
00-82399892,,0
00-78113730,,0
00-33205676,,0
00-57309011,,0
00-42633405,,0
00-79926758,,0
00-61325709,,0
00-21245841,,0
00-62063146,,0
00-29548080,,0
00-31265947,,0
00-78176556,,0
00-43875271,,0
00-20695820,,0
00-31400078,,0
00-86234095,,0
